GEOID,location,name,estimate,moe,label,concept,geography
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_001,0,17,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_002,0,17,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_003,0,17,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_004,0,17,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_005,0,17,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_006,0,17,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116400,Census Tract 1164; St. Louis city; Missouri,B08105C_007,0,17,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_001,10,15,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_002,10,15,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510116500,Census Tract 1165; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117100,Census Tract 1171; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117200,Census Tract 1172; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_001,2,4,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_002,2,4,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510117400,Census Tract 1174; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118100,Census Tract 1181; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_001,18,27,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_005,18,27,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510118600,Census Tract 1186; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119101,Census Tract 1191.01; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_001,8,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_002,8,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119102,Census Tract 1191.02; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119200,Census Tract 1192; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_001,14,22,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510119300,Census Tract 1193; St. Louis city; Missouri,B08105C_007,14,22,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510120200,Census Tract 1202; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510121200,Census Tract 1212; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123100,Census Tract 1231; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_001,8,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123200,Census Tract 1232; St. Louis city; Missouri,B08105C_007,8,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510123300,Census Tract 1233; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_001,19,27,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_005,19,27,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124100,Census Tract 1241; St. Louis city; Missouri,B08105C_007,0,12,Estimate!!Total:!!Worked from home,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124200,Census Tract 1242; St. Louis city; Missouri,B08105C_001,0,12,Estimate!!Total:,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124200,Census Tract 1242; St. Louis city; Missouri,B08105C_002,0,12,"Estimate!!Total:!!Car, truck, or van - drove alone",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124200,Census Tract 1242; St. Louis city; Missouri,B08105C_003,0,12,"Estimate!!Total:!!Car, truck, or van - carpooled",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124200,Census Tract 1242; St. Louis city; Missouri,B08105C_004,0,12,Estimate!!Total:!!Public transportation (excluding taxicab),MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124200,Census Tract 1242; St. Louis city; Missouri,B08105C_005,0,12,Estimate!!Total:!!Walked,MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
29510124200,Census Tract 1242; St. Louis city; Missouri,B08105C_006,0,12,"Estimate!!Total:!!Taxicab, motorcycle, bicycle, or other means",MEANS OF TRANSPORTATION TO WORK (AMERICAN INDIAN AND ALASKA NATIVE ALONE),tract
